raw_description,vat_code,cleaned_description,label
pos deliveroo 4891  online,standard_rate,pos deliveroo 4891 online,3
PAYMENT TO SAGE SUBSCRIPTION  DIRECT REF-7053,standard_rate,payment to sage subscription direct ref 7053,3
ADOBE CREATIVE 9830 BIRMINGHAM ONLINE,standard_rate,adobe creative 9830 birmingham online,3
IZ *GOOGLE WORKSPACE 8544  UK,standard_rate,iz google workspace 8544 uk,3
"2025-03-08 PAYCHEX INC PAYROLL 3,820.12 25,296.76",standard_rate,2025 03 08 paychex inc payroll 3 820 12 25 296 76,3
payment to microsoft 365 5021 manchester plc,standard_rate,payment to microsoft 365 5021 manchester plc,3
POST OFFICE 853 BRISTOL REF-6004,exempt,post office 853 bristol ref 6004,0
Pos Trainline 2135  Ref-9671,zero_rated,pos trainline 2135 ref 9671,4
SQ *EON NEXT  ONLINE,reduced_rate,sq eon next online,2
card trainline 7860 birmingham online,zero_rated,card trainline 7860 birmingham online,4
IZ *UBER EATS LONDON PLC,standard_rate,iz uber eats london plc,3
"Mar 22 POS Sales Deposit - Weekly DEP-0322 17,450.00 85,354.80",standard_rate,mar 22 pos sales deposit weekly dep 0322 17 450 00 85 354 80,3
pos director drawings 4654  direct ref-5055,outside_scope,pos director drawings 4654 direct ref 5055,1
pos hmrc shipley 5577  ltd,outside_scope,pos hmrc shipley 5577 ltd,1
PAYMENT TO ALDI STORES 5376 BRISTOL,zero_rated,payment to aldi stores 5376 bristol,4
CARD SAINSBURYS MANCHESTER UK,zero_rated,card sainsburys manchester uk,4
POS DIRECTOR DRAWINGS 554 LONDON LTD,outside_scope,pos director drawings 554 london ltd,1
CARD DELIVEROO LONDON LTD REF-5256,standard_rate,card deliveroo london ltd ref 5256,3
CARD MICROSOFT 365 LONDON STORE REF-6528,standard_rate,card microsoft 365 london store ref 6528,3
Pos Eon Next 7585  Direct Ref-1319,reduced_rate,pos eon next 7585 direct ref 1319,2
IZ *TESCO STORES 1519  STORE,zero_rated,iz tesco stores 1519 store,4
HMRC SHIPLEY 5472  STORE,outside_scope,hmrc shipley 5472 store,1
POS UBER EATS 4074 GLASGOW ONLINE,standard_rate,pos uber eats 4074 glasgow online,3
POS AA BREAKDOWN 8770 LEEDS,exempt,pos aa breakdown 8770 leeds,0
POS EDF ENERGY 2450 GLASGOW STORE REF-4828,reduced_rate,pos edf energy 2450 glasgow store ref 4828,2
CARD DIRECTOR DRAWINGS 5934  DIRECT,outside_scope,card director drawings 5934 direct,1
Sq *Tesco Stores 2542  Ltd,zero_rated,sq tesco stores 2542 ltd,4
CARD ASDA SUPERMARKET 851 MANCHESTER DIRECT,zero_rated,card asda supermarket 851 manchester direct,4
Dd Aldi Stores 5393  Direct,zero_rated,dd aldi stores 5393 direct,4
CARD TESCO EXPRESS MANCHESTER PLC REF-1256,zero_rated,card tesco express manchester plc ref 1256,4
IZ *AMAZON KINDLE LONDON ONLINE,zero_rated,iz amazon kindle london online,4
POS TRAINLINE 2813 BRISTOL ONLINE,zero_rated,pos trainline 2813 bristol online,4
PAYMENT TO BOOTS UK 1748 LONDON UK,standard_rate,payment to boots uk 1748 london uk,3
Card Tesco Express 7478  Store Ref-5582,zero_rated,card tesco express 7478 store ref 5582,4
Payment To Microsoft 365 521 Bristol,standard_rate,payment to microsoft 365 521 bristol,3
DD BOOTS UK 4937  LTD REF-9245,standard_rate,dd boots uk 4937 ltd ref 9245,3
POS BOOTS UK 1538 BIRMINGHAM ONLINE,standard_rate,pos boots uk 1538 birmingham online,3
CARD UBER EATS 1091 GLASGOW DIRECT,standard_rate,card uber eats 1091 glasgow direct,3
Payment To Aviva Insurance 4196 Bristol Ltd,exempt,payment to aviva insurance 4196 bristol ltd,0
SQ *STATIONERY STATION ONLINE ONLINE REF-4316,standard_rate,sq stationery station online online ref 4316,3
OCTOPUS ENERGY 874 UK,reduced_rate,octopus energy 874 uk,2
iz *intra account transfer 650 birmingham ltd ref-7415,outside_scope,iz intra account transfer 650 birmingham ltd ref 7415,1
POST OFFICE 7027 GLASGOW UK REF-8676,exempt,post office 7027 glasgow uk ref 8676,0
PAYMENT TO LINKEDIN PREMIUM 282 MANCHESTER STORE,standard_rate,payment to linkedin premium 282 manchester store,3
adobe creative 5059  direct ref-2813,standard_rate,adobe creative 5059 direct ref 2813,3
TESCO EXPRESS LEEDS ONLINE,zero_rated,tesco express leeds online,4
DELIVEROO 427 GLASGOW LTD REF-3132,standard_rate,deliveroo 427 glasgow ltd ref 3132,3
SQ *HSBC BANK FEES 4693 BIRMINGHAM STORE REF-1287,exempt,sq hsbc bank fees 4693 birmingham store ref 1287,0
IZ *MICROSOFT 365 9916 GLASGOW ONLINE,standard_rate,iz microsoft 365 9916 glasgow online,3
card sage subscription 3054 uk direct,standard_rate,card sage subscription 3054 uk direct,3
"2026-01-20 GORDON FOOD SERVICE 3,299.26 27,542.20",standard_rate,2026 01 20 gordon food service 3 299 26 27 542 20,3
IZ *BOOTS UK 4566  LTD REF-9773,standard_rate,iz boots uk 4566 ltd ref 9773,3
SQ *AA BREAKDOWN 8114,exempt,sq aa breakdown 8114,0
sq *hsbc bank fees uk online,exempt,sq hsbc bank fees uk online,0
IZ *SAINSBURYS 9560 ONLINE UK REF-7786,zero_rated,iz sainsburys 9560 online uk ref 7786,4
PAYMENT TO XERO SOFTWARE 3290 LONDON DIRECT,standard_rate,payment to xero software 3290 london direct,3
dd tesco express uk direct,zero_rated,dd tesco express uk direct,4
WATERSTONES  PLC REF-7094,zero_rated,waterstones plc ref 7094,4
DD BARCLAYS BANK 5055 LEEDS LTD REF-1315,exempt,dd barclays bank 5055 leeds ltd ref 1315,0
Iz *British Gas 8528  Plc,reduced_rate,iz british gas 8528 plc,2
IZ *OCTOPUS ENERGY 5722  DIRECT,reduced_rate,iz octopus energy 5722 direct,2
"2025-04-08 CASH DEPOSIT 529.81 34,189.27",standard_rate,2025 04 08 cash deposit 529 81 34 189 27,3
CARD LIDL GB 4518 LEEDS PLC,zero_rated,card lidl gb 4518 leeds plc,4
PAYMENT TO AMAZON EU BIRMINGHAM ONLINE REF-1648,standard_rate,payment to amazon eu birmingham online ref 1648,3
"2025-03-15 SQUARE *LOUISVILLE BBQ DEPOSIT 5,554.98 24,391.09",standard_rate,2025 03 15 square louisville bbq deposit 5 554 98 24 391 09,3
dd intra account transfer leeds uk,outside_scope,dd intra account transfer leeds uk,1
EDF ENERGY 3828  LTD,reduced_rate,edf energy 3828 ltd,2
POS AMAZON KINDLE 6923  PLC,zero_rated,pos amazon kindle 6923 plc,4
card linkedin premium 6070 birmingham direct ref-3796,standard_rate,card linkedin premium 6070 birmingham direct ref 3796,3
Iz *Stationery Station  Ltd,standard_rate,iz stationery station ltd,3
EON NEXT 2712 LEEDS PLC REF-7406,reduced_rate,eon next 2712 leeds plc ref 7406,2
IZ *TESCO EXPRESS 4301  LTD REF-4505,zero_rated,iz tesco express 4301 ltd ref 4505,4
DD LIDL GB 7842  UK,zero_rated,dd lidl gb 7842 uk,4
DD LIDL GB 8290 LONDON PLC REF-2442,zero_rated,dd lidl gb 8290 london plc ref 2442,4
sq *adobe creative glasgow direct ref-6787,standard_rate,sq adobe creative glasgow direct ref 6787,3
IZ *ROYAL MAIL 7666 LONDON ONLINE REF-6297,exempt,iz royal mail 7666 london online ref 6297,0
POS NATIONAL EXPRESS 3457 MANCHESTER DIRECT REF-3691,zero_rated,pos national express 3457 manchester direct ref 3691,4
amazon uk leeds store,standard_rate,amazon uk leeds store,3
PAYMENT TO HMRC PAYMENTS LONDON LTD,outside_scope,payment to hmrc payments london ltd,1
POS LNER TICKETS 7038 MANCHESTER UK,zero_rated,pos lner tickets 7038 manchester uk,4
IZ *ALDI STORES 5095  LTD,zero_rated,iz aldi stores 5095 ltd,4
CARD LIDL GB 1376 BIRMINGHAM STORE REF-8972,zero_rated,card lidl gb 1376 birmingham store ref 8972,4
DD GOOGLE WORKSPACE 939 ONLINE STORE REF-7633,standard_rate,dd google workspace 939 online store ref 7633,3
"Jan 19 Sysco Foods Inc - Inventory ACH-7742 3,950.00 42,994.80",standard_rate,jan 19 sysco foods inc inventory ach 7742 3 950 00 42 994 80,3
Iz *Hmrc Payments 6458  Direct,outside_scope,iz hmrc payments 6458 direct,1
TESCO EXPRESS 9181 ONLINE LTD REF-1672,zero_rated,tesco express 9181 online ltd ref 1672,4
Dd National Express 7533  Direct,zero_rated,dd national express 7533 direct,4
IZ *HMRC SHIPLEY 9202 LEEDS LTD,outside_scope,iz hmrc shipley 9202 leeds ltd,1
SQ *PAYROLL TRANSFER 5334 GLASGOW,outside_scope,sq payroll transfer 5334 glasgow,1
SQ *BOOTS UK 3839 LONDON STORE REF-3285,standard_rate,sq boots uk 3839 london store ref 3285,3
IZ *WESTMINSTER COUNCIL 6592  UK REF-4803,outside_scope,iz westminster council 6592 uk ref 4803,1
BARCLAYS BANK GLASGOW LTD,exempt,barclays bank glasgow ltd,0
iz *hsbc bank fees 4974  ref-3167,exempt,iz hsbc bank fees 4974 ref 3167,0
SQ *ROYAL MAIL 5341 UK REF-6744,exempt,sq royal mail 5341 uk ref 6744,0
IZ *LIDL GB 5740 ONLINE UK REF-1133,zero_rated,iz lidl gb 5740 online uk ref 1133,4
PAYMENT TO BARCLAYS BANK 8789  DIRECT,exempt,payment to barclays bank 8789 direct,0
BARCLAYS BANK 7354 ONLINE LTD,exempt,barclays bank 7354 online ltd,0
"2026-01-19 UBER EATS TRANSFER 590.10 30,841.46",standard_rate,2026 01 19 uber eats transfer 590 10 30 841 46,3
dd national express 3419  uk,zero_rated,dd national express 3419 uk,4
SQ *DIRECTOR DRAWINGS  DIRECT,outside_scope,sq director drawings direct,1
DD TESCO STORES 9531 MANCHESTER DIRECT,zero_rated,dd tesco stores 9531 manchester direct,4
Iz *Stationery Station 3124  Plc,standard_rate,iz stationery station 3124 plc,3
payment to lidl gb birmingham online ref-7813,zero_rated,payment to lidl gb birmingham online ref 7813,4
PAYMENT TO PAYROLL TRANSFER GLASGOW PLC REF-2630,outside_scope,payment to payroll transfer glasgow plc ref 2630,1
PAYMENT TO INTRA ACCOUNT TRANSFER  UK REF-1757,outside_scope,payment to intra account transfer uk ref 1757,1
PAYMENT TO BRITISH GAS BRISTOL ONLINE REF-6515,reduced_rate,payment to british gas bristol online ref 6515,2
sq *sage subscription 9573 birmingham online ref-5004,standard_rate,sq sage subscription 9573 birmingham online ref 5004,3
CARD XERO SOFTWARE 9339  STORE REF-7130,standard_rate,card xero software 9339 store ref 7130,3
DD WATERSTONES  LTD,zero_rated,dd waterstones ltd,4
iz *national express  store,zero_rated,iz national express store,4
Sq *Microsoft 365 1838  Ltd,standard_rate,sq microsoft 365 1838 ltd,3
PAYMENT TO BRITISH GAS 5036 LEEDS LTD,reduced_rate,payment to british gas 5036 leeds ltd,2
DD SAINSBURYS ONLINE DIRECT,zero_rated,dd sainsburys online direct,4
Pos Lidl Gb 9658  Uk,zero_rated,pos lidl gb 9658 uk,4
AVIVA INSURANCE MANCHESTER PLC,exempt,aviva insurance manchester plc,0
DD PAYROLL TRANSFER  PLC,outside_scope,dd payroll transfer plc,1
Hmrc Payments Uk Uk,outside_scope,hmrc payments uk uk,1
IZ *STATIONERY STATION 3352  ONLINE REF-5195,standard_rate,iz stationery station 3352 online ref 5195,3
card google workspace uk direct,standard_rate,card google workspace uk direct,3
Card Aldi Stores 619 Glasgow,zero_rated,card aldi stores 619 glasgow,4
BARCLAYS BANK 8949 LONDON STORE,exempt,barclays bank 8949 london store,0
Sq *Edf Energy 7649  Ltd Ref-6421,reduced_rate,sq edf energy 7649 ltd ref 6421,2
ALDI STORES ONLINE PLC,zero_rated,aldi stores online plc,4
IZ *TESCO EXPRESS 6961  LTD,zero_rated,iz tesco express 6961 ltd,4
LNER TICKETS 5523  PLC REF-6006,zero_rated,lner tickets 5523 plc ref 6006,4
CARD MICROSOFT 365  DIRECT,standard_rate,card microsoft 365 direct,3
DD GOOGLE WORKSPACE 9332  LTD,standard_rate,dd google workspace 9332 ltd,3
IZ *AMAZON UK BIRMINGHAM STORE REF-6548,standard_rate,iz amazon uk birmingham store ref 6548,3
IZ *TESCO EXPRESS 6680  LTD,zero_rated,iz tesco express 6680 ltd,4
IZ *WESTMINSTER COUNCIL 2966  PLC,outside_scope,iz westminster council 2966 plc,1
PAYMENT TO ADOBE CREATIVE 7355 LONDON REF-8474,standard_rate,payment to adobe creative 7355 london ref 8474,3
IZ *LINKEDIN PREMIUM 2199 LEEDS LTD,standard_rate,iz linkedin premium 2199 leeds ltd,3
EON NEXT 7174 LONDON DIRECT REF-1420,reduced_rate,eon next 7174 london direct ref 1420,2
POS LIDL GB 9811 BIRMINGHAM LTD REF-8304,zero_rated,pos lidl gb 9811 birmingham ltd ref 8304,4
pos boots uk 5775 uk direct,standard_rate,pos boots uk 5775 uk direct,3
CARD HMRC SHIPLEY  REF-5148,outside_scope,card hmrc shipley ref 5148,1
DD SAINSBURYS 2465  REF-1944,zero_rated,dd sainsburys 2465 ref 1944,4
MICROSOFT 365 6341  DIRECT,standard_rate,microsoft 365 6341 direct,3
POS BARCLAYS BANK BIRMINGHAM,exempt,pos barclays bank birmingham,0
IZ *ALDI STORES LEEDS PLC REF-6833,zero_rated,iz aldi stores leeds plc ref 6833,4
IZ *NATIONAL EXPRESS,zero_rated,iz national express,4
pos amazon uk 7146 bristol plc,standard_rate,pos amazon uk 7146 bristol plc,3
"Statement Period: March 1 – March 31, 2025",standard_rate,statement period march 1 march 31 2025,3
SQ *BRITISH GAS 4446 LEEDS DIRECT,reduced_rate,sq british gas 4446 leeds direct,2
IZ *HMRC SHIPLEY GLASGOW UK REF-3312,outside_scope,iz hmrc shipley glasgow uk ref 3312,1
PAYMENT TO AA BREAKDOWN 8315 LONDON,exempt,payment to aa breakdown 8315 london,0
HMRC PAYMENTS 2282 ONLINE UK,outside_scope,hmrc payments 2282 online uk,1
"NET PROFIT (Q1 2024) $45,621.35",standard_rate,net profit q1 2024 45 621 35,3
Pos Hmrc Shipley 6429 Manchester,outside_scope,pos hmrc shipley 6429 manchester,1
dd aldi stores 9984,zero_rated,dd aldi stores 9984,4
DD TRAINLINE 4517 UK ONLINE,zero_rated,dd trainline 4517 uk online,4
POS DIRECTOR DRAWINGS 3075  UK,outside_scope,pos director drawings 3075 uk,1
"Mar 19 Sysco Foods Inc - Inventory ACH-7746 4,840.00 67,904.80",standard_rate,mar 19 sysco foods inc inventory ach 7746 4 840 00 67 904 80,3
SQ *HMRC PAYMENTS 856 MANCHESTER STORE,outside_scope,sq hmrc payments 856 manchester store,1
Payment To Hsbc Bank Fees Online Ltd Ref-5887,exempt,payment to hsbc bank fees online ltd ref 5887,0
DD TFL TRAVEL 4884 MANCHESTER ONLINE,zero_rated,dd tfl travel 4884 manchester online,4
PAYMENT TO TRAINLINE 8865  REF-2189,zero_rated,payment to trainline 8865 ref 2189,4
EDF ENERGY BIRMINGHAM REF-2957,reduced_rate,edf energy birmingham ref 2957,2
DELIVEROO 695 BRISTOL DIRECT,standard_rate,deliveroo 695 bristol direct,3
Dd Eon Next Glasgow Ltd Ref-1464,reduced_rate,dd eon next glasgow ltd ref 1464,2
Pos Tesco Stores 4395  Direct,zero_rated,pos tesco stores 4395 direct,4
"Mar 26 Republic Services - Trash ACH-2211 310.00 82,464.80",standard_rate,mar 26 republic services trash ach 2211 310 00 82 464 80,3
PAYMENT TO EON NEXT  DIRECT,reduced_rate,payment to eon next direct,2
PAYMENT TO ROYAL MAIL 2763 UK LTD,exempt,payment to royal mail 2763 uk ltd,0
CARD ROYAL MAIL 4593 LONDON PLC REF-7913,exempt,card royal mail 4593 london plc ref 7913,0
lidl gb  uk ref-2431,zero_rated,lidl gb uk ref 2431,4
IZ *WESTMINSTER COUNCIL 3267 GLASGOW UK,outside_scope,iz westminster council 3267 glasgow uk,1
SQ *PAYROLL TRANSFER BIRMINGHAM LTD,outside_scope,sq payroll transfer birmingham ltd,1
DD AMAZON EU 5203 ONLINE PLC,standard_rate,dd amazon eu 5203 online plc,3
HSBC BANK FEES 7274 LONDON STORE REF-8378,exempt,hsbc bank fees 7274 london store ref 8378,0
CARD OCTOPUS ENERGY 6516 UK PLC,reduced_rate,card octopus energy 6516 uk plc,2
payment to tesco stores 1086 online uk ref-2625,zero_rated,payment to tesco stores 1086 online uk ref 2625,4
"Feb 19 Sysco Foods Inc - Inventory ACH-7744 4,100.00 54,434.80",standard_rate,feb 19 sysco foods inc inventory ach 7744 4 100 00 54 434 80,3
sq *aldi stores  uk ref-1214,zero_rated,sq aldi stores uk ref 1214,4
iz *amazon eu uk uk,standard_rate,iz amazon eu uk uk,3
POS LNER TICKETS  UK REF-6262,zero_rated,pos lner tickets uk ref 6262,4
IZ *BRITISH GAS 683 LEEDS REF-1130,reduced_rate,iz british gas 683 leeds ref 1130,2
POS SAGE SUBSCRIPTION 1627  DIRECT REF-7852,standard_rate,pos sage subscription 1627 direct ref 7852,3
IZ *HMRC PAYMENTS 1025 UK DIRECT,outside_scope,iz hmrc payments 1025 uk direct,1
octopus energy uk online,reduced_rate,octopus energy uk online,2
POS AMAZON KINDLE BRISTOL PLC,zero_rated,pos amazon kindle bristol plc,4
PAYMENT TO XERO SOFTWARE UK DIRECT,standard_rate,payment to xero software uk direct,3
CARD AMAZON EU  PLC,standard_rate,card amazon eu plc,3
IZ *AMAZON EU 4919 LEEDS PLC REF-6368,standard_rate,iz amazon eu 4919 leeds plc ref 6368,3
PAYMENT TO AMAZON EU 8302 BRISTOL PLC REF-7271,standard_rate,payment to amazon eu 8302 bristol plc ref 7271,3
PAYMENT TO AMAZON UK 397  UK,standard_rate,payment to amazon uk 397 uk,3
CARD SAGE SUBSCRIPTION 6275 BIRMINGHAM DIRECT REF-2802,standard_rate,card sage subscription 6275 birmingham direct ref 2802,3
DD DIRECTOR DRAWINGS 4218  LTD REF-9551,outside_scope,dd director drawings 4218 ltd ref 9551,1
IZ *ADOBE CREATIVE 6286  PLC,standard_rate,iz adobe creative 6286 plc,3
dd sage subscription 6969 leeds uk ref-4360,standard_rate,dd sage subscription 6969 leeds uk ref 4360,3
PAYMENT TO POST OFFICE 4354  STORE REF-1299,exempt,payment to post office 4354 store ref 1299,0
IZ *BARCLAYS BANK 8721 ONLINE LTD,exempt,iz barclays bank 8721 online ltd,0
Sq *Intra Account Transfer 6263 Manchester Online Ref-4482,outside_scope,sq intra account transfer 6263 manchester online ref 4482,1
AA BREAKDOWN 8068 ONLINE STORE REF-5210,exempt,aa breakdown 8068 online store ref 5210,0
CARD LNER TICKETS BRISTOL STORE,zero_rated,card lner tickets bristol store,4
sq *director drawings 6351  direct,outside_scope,sq director drawings 6351 direct,1
CARD DELIVEROO 7018  DIRECT,standard_rate,card deliveroo 7018 direct,3
IZ *OCTOPUS ENERGY 3670  DIRECT,reduced_rate,iz octopus energy 3670 direct,2
amazon eu 8499 london direct ref-3445,standard_rate,amazon eu 8499 london direct ref 3445,3
POS PAYROLL TRANSFER LONDON LTD,outside_scope,pos payroll transfer london ltd,1
SQ *HSBC BANK FEES MANCHESTER UK,exempt,sq hsbc bank fees manchester uk,0
POS LINKEDIN PREMIUM 4345,standard_rate,pos linkedin premium 4345,3
PAYMENT TO PAYROLL TRANSFER 9400 LONDON UK REF-8198,outside_scope,payment to payroll transfer 9400 london uk ref 8198,1
IZ *INTRA ACCOUNT TRANSFER 591  LTD REF-4976,outside_scope,iz intra account transfer 591 ltd ref 4976,1
PAYMENT TO TESCO EXPRESS ONLINE PLC,zero_rated,payment to tesco express online plc,4
DD AMAZON KINDLE MANCHESTER DIRECT REF-6022,zero_rated,dd amazon kindle manchester direct ref 6022,4
"03/11 SYSCO FOODS 0311 LOUISVILLE KY FoodCost $1,050.00 $17,713.50",standard_rate,03 11 sysco foods 0311 louisville ky foodcost 1 050 00 17 713 50,3
DD TESCO EXPRESS 8111 LEEDS UK,zero_rated,dd tesco express 8111 leeds uk,4
POS DELIVEROO 8974 GLASGOW ONLINE,standard_rate,pos deliveroo 8974 glasgow online,3
IZ *XERO SOFTWARE 3913  UK,standard_rate,iz xero software 3913 uk,3
OCTOPUS ENERGY 5167 LEEDS DIRECT REF-4449,reduced_rate,octopus energy 5167 leeds direct ref 4449,2
pos uber eats 6759  online,standard_rate,pos uber eats 6759 online,3
dd waterstones 1028 bristol,zero_rated,dd waterstones 1028 bristol,4
PAYMENT TO WATERSTONES BRISTOL UK,zero_rated,payment to waterstones bristol uk,4
Pos Amazon Eu 6576 Manchester Plc Ref-3288,standard_rate,pos amazon eu 6576 manchester plc ref 3288,3
Dd Eon Next 5898,reduced_rate,dd eon next 5898,2
AMAZON UK  ONLINE,standard_rate,amazon uk online,3
DD WATERSTONES 7029,zero_rated,dd waterstones 7029,4
CARD ROYAL MAIL 3076 UK PLC,exempt,card royal mail 3076 uk plc,0
sq *stationery station 5651 london,standard_rate,sq stationery station 5651 london,3
adobe creative 6290 london direct,standard_rate,adobe creative 6290 london direct,3
payment to waterstones glasgow store ref-9174,zero_rated,payment to waterstones glasgow store ref 9174,4
PAYMENT TO SAGE SUBSCRIPTION 9458  LTD,standard_rate,payment to sage subscription 9458 ltd,3
payment to aldi stores  store,zero_rated,payment to aldi stores store,4
PAYMENT TO AMAZON KINDLE 3693 ONLINE LTD REF-4853,zero_rated,payment to amazon kindle 3693 online ltd ref 4853,4
CARD DIRECTOR DRAWINGS 8457  ONLINE REF-3720,outside_scope,card director drawings 8457 online ref 3720,1
PAYMENT TO LNER TICKETS 8737 ONLINE PLC,zero_rated,payment to lner tickets 8737 online plc,4
Payment To Intra Account Transfer Glasgow Ltd,outside_scope,payment to intra account transfer glasgow ltd,1
Linkedin Premium 1892  Uk,standard_rate,linkedin premium 1892 uk,3
Sq *Linkedin Premium 4743 Leeds Uk,standard_rate,sq linkedin premium 4743 leeds uk,3
POS LNER TICKETS 5263 GLASGOW DIRECT REF-5391,zero_rated,pos lner tickets 5263 glasgow direct ref 5391,4
CARD GOOGLE WORKSPACE 7892 UK UK REF-2876,standard_rate,card google workspace 7892 uk uk ref 2876,3
POS AMAZON UK 5631  ONLINE,standard_rate,pos amazon uk 5631 online,3
PAYMENT TO EON NEXT 9515 BIRMINGHAM,reduced_rate,payment to eon next 9515 birmingham,2
card aa breakdown 4775 london plc,exempt,card aa breakdown 4775 london plc,0
PAYMENT TO DELIVEROO GLASGOW STORE,standard_rate,payment to deliveroo glasgow store,3
payment to deliveroo 1752  store ref-8476,standard_rate,payment to deliveroo 1752 store ref 8476,3
