raw_description,vat_code,base_merchant
dd tfl travel 8259 birmingham plc,zero_rated,TFL TRAVEL
CARD TFL TRAVEL 1043 BIRMINGHAM DIRECT,zero_rated,TFL TRAVEL
Card Sage Subscription 5586 Online Online,standard_rate,SAGE SUBSCRIPTION
Sainsburys  Uk,zero_rated,SAINSBURYS
PAYMENT TO ASDA SUPERMARKET 3404 BRISTOL PLC,zero_rated,ASDA SUPERMARKET
DELIVEROO 695 BRISTOL DIRECT,standard_rate,DELIVEROO
SQ *ASDA SUPERMARKET 3758 BIRMINGHAM DIRECT REF-5767,zero_rated,ASDA SUPERMARKET
sq *uber eats 5369 uk direct,standard_rate,UBER EATS
iz *sainsburys 6000 uk store,zero_rated,SAINSBURYS
IZ *XERO SOFTWARE 4022 LEEDS PLC REF-9342,standard_rate,XERO SOFTWARE
card adobe creative glasgow store,standard_rate,ADOBE CREATIVE
DD TRAINLINE 2307 LEEDS PLC,zero_rated,TRAINLINE
Westminster Council Glasgow Direct,outside_scope,WESTMINSTER COUNCIL
DD AMAZON KINDLE MANCHESTER REF-1478,zero_rated,AMAZON KINDLE
OCTOPUS ENERGY 874 UK,reduced_rate,OCTOPUS ENERGY
OCTOPUS ENERGY  PLC,reduced_rate,OCTOPUS ENERGY
dd asda supermarket 7596  plc,zero_rated,ASDA SUPERMARKET
POS EON NEXT 7278  ONLINE REF-2819,reduced_rate,EON NEXT
dd tfl travel 7298  uk ref-7776,zero_rated,TFL TRAVEL
Dd Trainline 7347 Manchester,zero_rated,TRAINLINE
CARD AMAZON KINDLE 5526  LTD REF-3626,zero_rated,AMAZON KINDLE
CARD ADOBE CREATIVE BIRMINGHAM STORE,standard_rate,ADOBE CREATIVE
DD OCTOPUS ENERGY 7306  REF-5376,reduced_rate,OCTOPUS ENERGY
DD TFL TRAVEL UK PLC,zero_rated,TFL TRAVEL
LINKEDIN PREMIUM BIRMINGHAM STORE,standard_rate,LINKEDIN PREMIUM
Sq *Hmrc Payments 9776  Uk Ref-6446,outside_scope,HMRC PAYMENTS
HMRC SHIPLEY MANCHESTER,outside_scope,HMRC SHIPLEY
card edf energy 8993  plc ref-5920,reduced_rate,EDF ENERGY
POS POST OFFICE 4624  LTD REF-7891,exempt,POST OFFICE
DD BARCLAYS BANK  LTD,exempt,BARCLAYS BANK
sq *amazon eu 133  uk ref-1070,standard_rate,AMAZON EU
Payment To Waterstones  Online,zero_rated,WATERSTONES
IZ *LNER TICKETS GLASGOW UK,zero_rated,LNER TICKETS
Iz *Westminster Council 1861 London Plc,outside_scope,WESTMINSTER COUNCIL
Card National Express 9538 Birmingham Plc Ref-7412,zero_rated,NATIONAL EXPRESS
POS TESCO EXPRESS 9549  LTD,zero_rated,TESCO EXPRESS
PAYMENT TO INTRA ACCOUNT TRANSFER 4978 LONDON ONLINE,outside_scope,INTRA ACCOUNT TRANSFER
DD AMAZON UK 6822 BIRMINGHAM PLC REF-6233,standard_rate,AMAZON UK
Tesco Express 9445 Leeds Direct Ref-8564,zero_rated,TESCO EXPRESS
dd royal mail  direct,exempt,ROYAL MAIL
IZ *STATIONERY STATION 391  LTD,standard_rate,STATIONERY STATION
IZ *AVIVA INSURANCE  STORE REF-9004,exempt,AVIVA INSURANCE
dd hsbc bank fees 6711 glasgow online ref-5298,exempt,HSBC BANK FEES
SQ *SAGE SUBSCRIPTION 9780 LONDON PLC REF-6582,standard_rate,SAGE SUBSCRIPTION
GOOGLE WORKSPACE 8470 BIRMINGHAM LTD,standard_rate,GOOGLE WORKSPACE
IZ *NATIONAL EXPRESS  DIRECT REF-9502,zero_rated,NATIONAL EXPRESS
Iz *Xero Software 3766,standard_rate,XERO SOFTWARE
CARD LNER TICKETS BRISTOL STORE,zero_rated,LNER TICKETS
DD HMRC SHIPLEY 5969 BIRMINGHAM LTD REF-7546,outside_scope,HMRC SHIPLEY
SQ *MICROSOFT 365 BIRMINGHAM STORE REF-6199,standard_rate,MICROSOFT 365
Iz *Lidl Gb 1340  Plc Ref-5528,zero_rated,LIDL GB
DD TESCO STORES 2673  ONLINE,zero_rated,TESCO STORES
POS DELIVEROO 5470  REF-6380,standard_rate,DELIVEROO
DD BOOTS UK 9306 ONLINE ONLINE REF-4764,standard_rate,BOOTS UK
IZ *TESCO EXPRESS 6961  LTD,zero_rated,TESCO EXPRESS
IZ *TRAINLINE 3644 UK LTD REF-6418,zero_rated,TRAINLINE
SQ *BRITISH GAS 8861 BRISTOL DIRECT,reduced_rate,BRITISH GAS
SQ *WATERSTONES 7009 MANCHESTER UK REF-8130,zero_rated,WATERSTONES
Payment To Linkedin Premium 5726 London Store,standard_rate,LINKEDIN PREMIUM
IZ *HMRC SHIPLEY 3561 MANCHESTER DIRECT,outside_scope,HMRC SHIPLEY
pos british gas 7943  store,reduced_rate,BRITISH GAS
iz *aldi stores 5162 leeds plc ref-9582,zero_rated,ALDI STORES
POST OFFICE 4871 LONDON LTD,exempt,POST OFFICE
DD BRITISH GAS 7082  UK,reduced_rate,BRITISH GAS
IZ *PAYROLL TRANSFER BIRMINGHAM LTD,outside_scope,PAYROLL TRANSFER
CARD PAYROLL TRANSFER 516 MANCHESTER PLC REF-2611,outside_scope,PAYROLL TRANSFER
POS BRITISH GAS  LTD,reduced_rate,BRITISH GAS
IZ *STATIONERY STATION 2994 GLASGOW DIRECT,standard_rate,STATIONERY STATION
PAYMENT TO HMRC SHIPLEY 6556  DIRECT REF-1611,outside_scope,HMRC SHIPLEY
DD GOOGLE WORKSPACE 4765 GLASGOW UK REF-3553,standard_rate,GOOGLE WORKSPACE
DD BARCLAYS BANK 647  UK,exempt,BARCLAYS BANK
IZ *UBER EATS 9468 BIRMINGHAM ONLINE,standard_rate,UBER EATS
SQ *HMRC PAYMENTS UK DIRECT,outside_scope,HMRC PAYMENTS
eon next leeds uk,reduced_rate,EON NEXT
Card Aa Breakdown 5359 Bristol Store,exempt,AA BREAKDOWN
Sq *Lidl Gb 3652  Ltd Ref-2995,zero_rated,LIDL GB
Sq *Linkedin Premium  Ltd,standard_rate,LINKEDIN PREMIUM
dd waterstones 3314 london ltd,zero_rated,WATERSTONES
CARD AMAZON EU 736 MANCHESTER ONLINE REF-3039,standard_rate,AMAZON EU
Iz *Boots Uk 7058  Online,standard_rate,BOOTS UK
PAYMENT TO UBER EATS 4578  PLC,standard_rate,UBER EATS
Dd Tesco Stores 1233 Manchester Store Ref-9727,zero_rated,TESCO STORES
PAYMENT TO POST OFFICE 747  PLC REF-2111,exempt,POST OFFICE
SQ *AMAZON EU 478 LEEDS ONLINE REF-9731,standard_rate,AMAZON EU
Dd Tesco Express 5538  Uk,zero_rated,TESCO EXPRESS
POS HMRC SHIPLEY 6726 LONDON DIRECT REF-6953,outside_scope,HMRC SHIPLEY
OCTOPUS ENERGY BIRMINGHAM,reduced_rate,OCTOPUS ENERGY
IZ *SAGE SUBSCRIPTION 4404 UK PLC REF-5892,standard_rate,SAGE SUBSCRIPTION
sq *hsbc bank fees 9512  uk ref-1405,exempt,HSBC BANK FEES
sq *aa breakdown 3750 birmingham ref-6846,exempt,AA BREAKDOWN
dd intra account transfer leeds uk,outside_scope,INTRA ACCOUNT TRANSFER
Payment To Hsbc Bank Fees 297  Ltd,exempt,HSBC BANK FEES
payment to sage subscription 181  store,standard_rate,SAGE SUBSCRIPTION
CARD LNER TICKETS 1258 LEEDS,zero_rated,LNER TICKETS
Pos Asda Supermarket 431 Bristol Online,zero_rated,ASDA SUPERMARKET
SQ *TFL TRAVEL 6328  ONLINE,zero_rated,TFL TRAVEL
Amazon Uk London Online,standard_rate,AMAZON UK
pos aldi stores online uk,zero_rated,ALDI STORES
card tesco stores,zero_rated,TESCO STORES
DD STATIONERY STATION 2007  UK,standard_rate,STATIONERY STATION
Sainsburys Bristol Direct,zero_rated,SAINSBURYS
QUICKBOOKS  PLC REF-2156,standard_rate,QUICKBOOKS
dd tfl travel 9199 uk uk ref-2292,zero_rated,TFL TRAVEL
UBER EATS 5481  UK REF-1394,standard_rate,UBER EATS
card adobe creative 3511  uk,standard_rate,ADOBE CREATIVE
Card Sainsburys 9794 Leeds Store Ref-4201,zero_rated,SAINSBURYS
PAYMENT TO SAINSBURYS 2392 GLASGOW ONLINE REF-2284,zero_rated,SAINSBURYS
CARD HSBC BANK FEES  STORE,exempt,HSBC BANK FEES
CARD ASDA SUPERMARKET MANCHESTER REF-7249,zero_rated,ASDA SUPERMARKET
CARD TESCO STORES 4197  STORE,zero_rated,TESCO STORES
payment to amazon uk 2573  ref-1947,standard_rate,AMAZON UK
SQ *HSBC BANK FEES ONLINE PLC,exempt,HSBC BANK FEES
POS LIDL GB MANCHESTER LTD,zero_rated,LIDL GB
card hmrc shipley leeds ltd,outside_scope,HMRC SHIPLEY
Iz *Waterstones 8129 Leeds Ltd Ref-6274,zero_rated,WATERSTONES
SQ *BRITISH GAS UK UK REF-5524,reduced_rate,BRITISH GAS
Dd Linkedin Premium 7779 Online Ltd Ref-1757,standard_rate,LINKEDIN PREMIUM
XERO SOFTWARE 8059 MANCHESTER UK,standard_rate,XERO SOFTWARE
DD AVIVA INSURANCE 5387  LTD REF-5559,exempt,AVIVA INSURANCE
IZ *BRITISH GAS 683 LEEDS REF-1130,reduced_rate,BRITISH GAS
SQ *TRAINLINE 6473 MANCHESTER ONLINE,zero_rated,TRAINLINE
CARD STATIONERY STATION 6172 BRISTOL DIRECT REF-2681,standard_rate,STATIONERY STATION
DD AMAZON EU MANCHESTER REF-9600,standard_rate,AMAZON EU
Payment To Xero Software 2723  Ltd,standard_rate,XERO SOFTWARE
dd microsoft 365 5021 online plc ref-2133,standard_rate,MICROSOFT 365
DD BRITISH GAS GLASGOW LTD,reduced_rate,BRITISH GAS
CARD HMRC PAYMENTS 2460  UK,outside_scope,HMRC PAYMENTS
POS SAGE SUBSCRIPTION 488 LONDON PLC REF-2676,standard_rate,SAGE SUBSCRIPTION
POS EON NEXT LEEDS PLC,reduced_rate,EON NEXT
SQ *AVIVA INSURANCE 1730 LEEDS UK,exempt,AVIVA INSURANCE
SQ *TRAINLINE 1548  PLC REF-1446,zero_rated,TRAINLINE
PAYMENT TO LIDL GB 5058  PLC,zero_rated,LIDL GB
CARD QUICKBOOKS,standard_rate,QUICKBOOKS
POS INTRA ACCOUNT TRANSFER LEEDS LTD,outside_scope,INTRA ACCOUNT TRANSFER
IZ *SAINSBURYS  UK REF-2560,zero_rated,SAINSBURYS
Post Office 3973  Ltd,exempt,POST OFFICE
PAYMENT TO AMAZON EU BIRMINGHAM ONLINE REF-1648,standard_rate,AMAZON EU
IZ *HMRC PAYMENTS 2724  UK,outside_scope,HMRC PAYMENTS
PAYMENT TO AA BREAKDOWN 3186 GLASGOW ONLINE REF-5628,exempt,AA BREAKDOWN
SQ *ASDA SUPERMARKET 712  STORE,zero_rated,ASDA SUPERMARKET
UBER EATS 1016 BRISTOL STORE REF-1073,standard_rate,UBER EATS
POS POST OFFICE UK REF-1309,exempt,POST OFFICE
TESCO EXPRESS GLASGOW UK REF-7566,zero_rated,TESCO EXPRESS
PAYMENT TO SAGE SUBSCRIPTION 9294 LEEDS DIRECT,standard_rate,SAGE SUBSCRIPTION
card royal mail  ltd,exempt,ROYAL MAIL
PAYMENT TO TESCO STORES 9164 UK DIRECT REF-1188,zero_rated,TESCO STORES
POS AVIVA INSURANCE ONLINE UK REF-8903,exempt,AVIVA INSURANCE
Pos National Express  Store,zero_rated,NATIONAL EXPRESS
dd tesco express uk direct,zero_rated,TESCO EXPRESS
Pos Trainline 2135  Ref-9671,zero_rated,TRAINLINE
CARD DIRECTOR DRAWINGS 9980 GLASGOW UK,outside_scope,DIRECTOR DRAWINGS
CARD AMAZON UK 6235 MANCHESTER LTD,standard_rate,AMAZON UK
Pos Aldi Stores 5568 Online Online,zero_rated,ALDI STORES
PAYMENT TO ADOBE CREATIVE UK STORE REF-9143,standard_rate,ADOBE CREATIVE
Iz *Post Office Glasgow Direct,exempt,POST OFFICE
Dd British Gas 9680  Store Ref-5264,reduced_rate,BRITISH GAS
Iz *Uber Eats Uk Online,standard_rate,UBER EATS
dd octopus energy  online ref-8695,reduced_rate,OCTOPUS ENERGY
PAYMENT TO LIDL GB 6351  ONLINE,zero_rated,LIDL GB
CARD ALDI STORES 6245  STORE REF-5162,zero_rated,ALDI STORES
DD EDF ENERGY 414 LONDON,reduced_rate,EDF ENERGY
card uber eats  store ref-3589,standard_rate,UBER EATS
Pos Tfl Travel 3315 Glasgow Direct Ref-3073,zero_rated,TFL TRAVEL
SQ *AMAZON UK 5079  STORE REF-9278,standard_rate,AMAZON UK
BRITISH GAS 373  STORE,reduced_rate,BRITISH GAS
dd eon next  online,reduced_rate,EON NEXT
Sq *Asda Supermarket 273  Store Ref-3717,zero_rated,ASDA SUPERMARKET
CARD SAINSBURYS 7257  UK REF-8982,zero_rated,SAINSBURYS
POS LNER TICKETS 8347  LTD REF-5115,zero_rated,LNER TICKETS
CARD INTRA ACCOUNT TRANSFER 3120 BIRMINGHAM,outside_scope,INTRA ACCOUNT TRANSFER
IZ *HMRC PAYMENTS 4212  STORE REF-1557,outside_scope,HMRC PAYMENTS
PAYMENT TO LINKEDIN PREMIUM 7259 GLASGOW ONLINE REF-3512,standard_rate,LINKEDIN PREMIUM
PAYMENT TO MICROSOFT 365 608  LTD REF-7144,standard_rate,MICROSOFT 365
Waterstones 6838,zero_rated,WATERSTONES
SQ *DIRECTOR DRAWINGS 4736 ONLINE STORE REF-8616,outside_scope,DIRECTOR DRAWINGS
SQ *POST OFFICE 2294,exempt,POST OFFICE
Sq *Aldi Stores 8766  Ltd Ref-8924,zero_rated,ALDI STORES
CARD POST OFFICE 7135 LONDON STORE,exempt,POST OFFICE
IZ *TESCO EXPRESS 3971  STORE,zero_rated,TESCO EXPRESS
PAYMENT TO POST OFFICE  PLC REF-7892,exempt,POST OFFICE
Dd Waterstones 1561  Ltd,zero_rated,WATERSTONES
PAYMENT TO OCTOPUS ENERGY 9382  ONLINE REF-4014,reduced_rate,OCTOPUS ENERGY
WESTMINSTER COUNCIL 3065 MANCHESTER PLC,outside_scope,WESTMINSTER COUNCIL
sq *deliveroo 436 bristol online ref-4428,standard_rate,DELIVEROO
SQ *ROYAL MAIL 4997 LEEDS DIRECT,exempt,ROYAL MAIL
Card Aldi Stores  Ltd Ref-1355,zero_rated,ALDI STORES
Payment To Trainline  Store Ref-3042,zero_rated,TRAINLINE
SQ *BRITISH GAS MANCHESTER ONLINE,reduced_rate,BRITISH GAS
SQ *LINKEDIN PREMIUM 6764 GLASGOW UK REF-8080,standard_rate,LINKEDIN PREMIUM
POS GOOGLE WORKSPACE 6465  PLC REF-1349,standard_rate,GOOGLE WORKSPACE
CARD HMRC PAYMENTS 9250 LEEDS STORE REF-6990,outside_scope,HMRC PAYMENTS
POS POST OFFICE LONDON UK,exempt,POST OFFICE
PAYMENT TO STATIONERY STATION 6926 UK,standard_rate,STATIONERY STATION
CARD DIRECTOR DRAWINGS BIRMINGHAM UK,outside_scope,DIRECTOR DRAWINGS
QUICKBOOKS BIRMINGHAM UK REF-3893,standard_rate,QUICKBOOKS
PAYMENT TO AVIVA INSURANCE 8753  DIRECT,exempt,AVIVA INSURANCE
SQ *DELIVEROO 6946 MANCHESTER LTD,standard_rate,DELIVEROO
DD WATERSTONES  LTD,zero_rated,WATERSTONES
national express 5089  store ref-2944,zero_rated,NATIONAL EXPRESS
sainsburys 797 manchester uk,zero_rated,SAINSBURYS
IZ *QUICKBOOKS 248 LEEDS,standard_rate,QUICKBOOKS
BOOTS UK 2389 MANCHESTER ONLINE,standard_rate,BOOTS UK
DD DELIVEROO 143  STORE,standard_rate,DELIVEROO
SQ *LINKEDIN PREMIUM 4936  UK,standard_rate,LINKEDIN PREMIUM
Payment To Boots Uk 6222 Glasgow Plc,standard_rate,BOOTS UK
sq *linkedin premium 907 bristol ltd ref-9292,standard_rate,LINKEDIN PREMIUM
pos edf energy bristol plc,reduced_rate,EDF ENERGY
hsbc bank fees uk,exempt,HSBC BANK FEES
CARD AMAZON EU 1751 UK LTD,standard_rate,AMAZON EU
PAYMENT TO MICROSOFT 365 3902 LONDON UK,standard_rate,MICROSOFT 365
DD OCTOPUS ENERGY GLASGOW DIRECT,reduced_rate,OCTOPUS ENERGY
PAYMENT TO TESCO EXPRESS 2716 LEEDS REF-6123,zero_rated,TESCO EXPRESS
card sainsburys bristol direct ref-1509,zero_rated,SAINSBURYS
pos post office 4676 bristol ltd ref-2832,exempt,POST OFFICE
POS ASDA SUPERMARKET 504  DIRECT REF-7143,zero_rated,ASDA SUPERMARKET
IZ *SAINSBURYS 9560 ONLINE UK REF-7786,zero_rated,SAINSBURYS
IZ *OCTOPUS ENERGY 8437 UK PLC,reduced_rate,OCTOPUS ENERGY
POS GOOGLE WORKSPACE 4423  LTD,standard_rate,GOOGLE WORKSPACE
CARD TFL TRAVEL 1764 UK ONLINE REF-8803,zero_rated,TFL TRAVEL
POS WATERSTONES  ONLINE,zero_rated,WATERSTONES
card royal mail 9818  direct,exempt,ROYAL MAIL
SQ *HSBC BANK FEES 825  UK REF-2474,exempt,HSBC BANK FEES
Card Royal Mail 9687 Online Plc,exempt,ROYAL MAIL
TESCO EXPRESS LEEDS ONLINE,zero_rated,TESCO EXPRESS
Dd Westminster Council 9714 Birmingham Store Ref-3723,outside_scope,WESTMINSTER COUNCIL
CARD TFL TRAVEL 6225 UK REF-5375,zero_rated,TFL TRAVEL
ALDI STORES 1567  DIRECT,zero_rated,ALDI STORES
IZ *UBER EATS LONDON DIRECT REF-9852,standard_rate,UBER EATS
DD TRAINLINE 7174 BRISTOL UK,zero_rated,TRAINLINE
SQ *ADOBE CREATIVE 1401  STORE,standard_rate,ADOBE CREATIVE
BRITISH GAS LEEDS DIRECT,reduced_rate,BRITISH GAS
IZ *WATERSTONES 4111 LONDON LTD REF-1130,zero_rated,WATERSTONES
POS ASDA SUPERMARKET 1846 GLASGOW DIRECT,zero_rated,ASDA SUPERMARKET
Dd Asda Supermarket 861  Online Ref-3018,zero_rated,ASDA SUPERMARKET
Payment To Director Drawings,outside_scope,DIRECTOR DRAWINGS
DD SAGE SUBSCRIPTION  UK REF-8503,standard_rate,SAGE SUBSCRIPTION
SQ *LNER TICKETS 6368 GLASGOW UK REF-5881,zero_rated,LNER TICKETS
HSBC BANK FEES  UK,exempt,HSBC BANK FEES
deliveroo 5531 manchester online ref-4163,standard_rate,DELIVEROO
POS DIRECTOR DRAWINGS 210 BIRMINGHAM PLC,outside_scope,DIRECTOR DRAWINGS
IZ *DELIVEROO 1176 ONLINE STORE REF-9104,standard_rate,DELIVEROO
DIRECTOR DRAWINGS 4859 MANCHESTER STORE REF-9183,outside_scope,DIRECTOR DRAWINGS
SQ *HMRC PAYMENTS BRISTOL PLC,outside_scope,HMRC PAYMENTS
LIDL GB MANCHESTER ONLINE REF-2430,zero_rated,LIDL GB
SQ *LIDL GB 5897 MANCHESTER ONLINE REF-8074,zero_rated,LIDL GB
CARD ROYAL MAIL 5106 ONLINE STORE REF-1015,exempt,ROYAL MAIL
PAYMENT TO AMAZON UK 6930 UK ONLINE REF-3364,standard_rate,AMAZON UK
Payroll Transfer 9019 Glasgow Online,outside_scope,PAYROLL TRANSFER
PAYMENT TO INTRA ACCOUNT TRANSFER  ONLINE,outside_scope,INTRA ACCOUNT TRANSFER
SQ *ROYAL MAIL 5476 MANCHESTER REF-9669,exempt,ROYAL MAIL
payment to lner tickets 1075 glasgow uk,zero_rated,LNER TICKETS
IZ *LINKEDIN PREMIUM 1219 BRISTOL DIRECT,standard_rate,LINKEDIN PREMIUM
POS TESCO STORES 5673 BRISTOL ONLINE,zero_rated,TESCO STORES
pos aviva insurance  direct,exempt,AVIVA INSURANCE
Sage Subscription 4370 Online Direct,standard_rate,SAGE SUBSCRIPTION
Iz *British Gas 7856 Uk Direct Ref-9938,reduced_rate,BRITISH GAS
POS WESTMINSTER COUNCIL,outside_scope,WESTMINSTER COUNCIL
DD XERO SOFTWARE 5849 GLASGOW STORE REF-9755,standard_rate,XERO SOFTWARE
iz *british gas 8434 glasgow online ref-5576,reduced_rate,BRITISH GAS
Payment To Aviva Insurance 1606  Online,exempt,AVIVA INSURANCE
IZ *AMAZON KINDLE  PLC REF-7089,zero_rated,AMAZON KINDLE
SQ *EON NEXT 8776  UK,reduced_rate,EON NEXT
PAYMENT TO TRAINLINE 9246 LEEDS LTD,zero_rated,TRAINLINE
Card Tfl Travel 5119 London Ltd,zero_rated,TFL TRAVEL
Dd Director Drawings 7601  Ltd Ref-6716,outside_scope,DIRECTOR DRAWINGS
IZ *ROYAL MAIL 8961,exempt,ROYAL MAIL
IZ *GOOGLE WORKSPACE 6597 GLASGOW ONLINE,standard_rate,GOOGLE WORKSPACE
Pos Amazon Uk 5907,standard_rate,AMAZON UK
dd adobe creative 501 london online,standard_rate,ADOBE CREATIVE
PAYMENT TO BOOTS UK  LTD,standard_rate,BOOTS UK
POS TFL TRAVEL 3292  UK,zero_rated,TFL TRAVEL
Eon Next 3227  Ref-8060,reduced_rate,EON NEXT
IZ *NATIONAL EXPRESS BRISTOL,zero_rated,NATIONAL EXPRESS
PAYMENT TO EDF ENERGY 7372 UK DIRECT REF-8594,reduced_rate,EDF ENERGY
CARD AMAZON KINDLE 3079  PLC REF-6777,zero_rated,AMAZON KINDLE
PAYMENT TO GOOGLE WORKSPACE  UK REF-8499,standard_rate,GOOGLE WORKSPACE
IZ *HSBC BANK FEES 1809 MANCHESTER STORE,exempt,HSBC BANK FEES
pos quickbooks 4892  online,standard_rate,QUICKBOOKS
DELIVEROO 7846  PLC,standard_rate,DELIVEROO
SQ *ASDA SUPERMARKET 5510 LEEDS ONLINE REF-8889,zero_rated,ASDA SUPERMARKET
IZ *EON NEXT  STORE,reduced_rate,EON NEXT
SQ *TRAINLINE 734 BRISTOL PLC REF-5163,zero_rated,TRAINLINE
DD TFL TRAVEL 5936 GLASGOW ONLINE,zero_rated,TFL TRAVEL
CARD MICROSOFT 365 7504  UK REF-2134,standard_rate,MICROSOFT 365
Card Waterstones 4534 Birmingham,zero_rated,WATERSTONES
CARD TESCO STORES 2903 MANCHESTER PLC,zero_rated,TESCO STORES
sq *stationery station 4170 glasgow,standard_rate,STATIONERY STATION
SQ *GOOGLE WORKSPACE 3837  ONLINE REF-6624,standard_rate,GOOGLE WORKSPACE
DD HSBC BANK FEES 6834  STORE,exempt,HSBC BANK FEES
dd post office 5012 leeds direct,exempt,POST OFFICE
DD BRITISH GAS MANCHESTER LTD REF-2021,reduced_rate,BRITISH GAS
DD TRAINLINE 7823  UK REF-9724,zero_rated,TRAINLINE
IZ *ASDA SUPERMARKET 8376 BIRMINGHAM UK,zero_rated,ASDA SUPERMARKET
AMAZON EU 5369 LEEDS ONLINE,standard_rate,AMAZON EU
IZ *HMRC SHIPLEY 4919,outside_scope,HMRC SHIPLEY
Payment To Hsbc Bank Fees 7140  Plc Ref-1225,exempt,HSBC BANK FEES
payment to sainsburys 4605  plc,zero_rated,SAINSBURYS
PAYMENT TO SAGE SUBSCRIPTION 2510,standard_rate,SAGE SUBSCRIPTION
SQ *TESCO STORES GLASGOW ONLINE,zero_rated,TESCO STORES
Quickbooks 2831 London Plc Ref-2864,standard_rate,QUICKBOOKS
Pos Tesco Stores Bristol Uk,zero_rated,TESCO STORES
royal mail 424 glasgow ltd,exempt,ROYAL MAIL
lidl gb  ltd,zero_rated,LIDL GB
AMAZON KINDLE 5081,zero_rated,AMAZON KINDLE
DD WESTMINSTER COUNCIL 3551 LONDON STORE,outside_scope,WESTMINSTER COUNCIL
SQ *AMAZON EU 3744 LEEDS LTD REF-7250,standard_rate,AMAZON EU
payment to waterstones 469  plc,zero_rated,WATERSTONES
IZ *HMRC SHIPLEY 4505  ONLINE,outside_scope,HMRC SHIPLEY
IZ *WATERSTONES BRISTOL ONLINE,zero_rated,WATERSTONES
Pos Microsoft 365 574 Leeds Plc Ref-4953,standard_rate,MICROSOFT 365
PAYMENT TO BOOTS UK 9333 LONDON,standard_rate,BOOTS UK
DD TESCO STORES 9531 MANCHESTER DIRECT,zero_rated,TESCO STORES
Dd National Express 7267 Uk Ref-8156,zero_rated,NATIONAL EXPRESS
POS DIRECTOR DRAWINGS 8037 MANCHESTER PLC REF-9355,outside_scope,DIRECTOR DRAWINGS
CARD QUICKBOOKS 7730 LEEDS,standard_rate,QUICKBOOKS
CARD LINKEDIN PREMIUM 2048 GLASGOW PLC,standard_rate,LINKEDIN PREMIUM
CARD ALDI STORES 8631 MANCHESTER DIRECT REF-4726,zero_rated,ALDI STORES
sq *tesco express  ltd,zero_rated,TESCO EXPRESS
DD LNER TICKETS 1774 BIRMINGHAM LTD,zero_rated,LNER TICKETS
sq *national express manchester ltd,zero_rated,NATIONAL EXPRESS
SQ *BRITISH GAS 7756 BIRMINGHAM REF-4903,reduced_rate,BRITISH GAS
CARD UBER EATS 6513 MANCHESTER UK,standard_rate,UBER EATS
POS SAGE SUBSCRIPTION 6859  UK,standard_rate,SAGE SUBSCRIPTION
CARD EON NEXT 2891 ONLINE UK REF-3553,reduced_rate,EON NEXT
Payment To Adobe Creative 4997 Glasgow Ltd Ref-7775,standard_rate,ADOBE CREATIVE
pos lidl gb 9374 birmingham ltd ref-4027,zero_rated,LIDL GB
Payment To Aa Breakdown 6398 London Ltd,exempt,AA BREAKDOWN
POS ALDI STORES MANCHESTER UK,zero_rated,ALDI STORES
Card Director Drawings 1140 Glasgow Plc,outside_scope,DIRECTOR DRAWINGS
DD TFL TRAVEL 3946 LEEDS DIRECT REF-6144,zero_rated,TFL TRAVEL
WATERSTONES 8092  STORE,zero_rated,WATERSTONES
NATIONAL EXPRESS 3005,zero_rated,NATIONAL EXPRESS
card british gas glasgow plc,reduced_rate,BRITISH GAS
DIRECTOR DRAWINGS 2705 LEEDS,outside_scope,DIRECTOR DRAWINGS
IZ *GOOGLE WORKSPACE 8544  UK,standard_rate,GOOGLE WORKSPACE
DD EDF ENERGY  PLC REF-6169,reduced_rate,EDF ENERGY
POS ADOBE CREATIVE 3029  LTD,standard_rate,ADOBE CREATIVE
iz *google workspace 7269 online ref-2693,standard_rate,GOOGLE WORKSPACE
SQ *EDF ENERGY 8245,reduced_rate,EDF ENERGY
card hmrc payments manchester ltd ref-5253,outside_scope,HMRC PAYMENTS
IZ *LIDL GB  STORE REF-4610,zero_rated,LIDL GB
CARD DELIVEROO 7018  DIRECT,standard_rate,DELIVEROO
PAYROLL TRANSFER 4264 LONDON LTD,outside_scope,PAYROLL TRANSFER
Hmrc Shipley 7461 London Uk,outside_scope,HMRC SHIPLEY
EDF ENERGY 7320 GLASGOW ONLINE REF-3908,reduced_rate,EDF ENERGY
ASDA SUPERMARKET LEEDS PLC,zero_rated,ASDA SUPERMARKET
card adobe creative 7375 london uk,standard_rate,ADOBE CREATIVE
SQ *BRITISH GAS BRISTOL STORE REF-5230,reduced_rate,BRITISH GAS
CARD MICROSOFT 365 7640 BRISTOL,standard_rate,MICROSOFT 365
IZ *EDF ENERGY 1959 GLASGOW LTD,reduced_rate,EDF ENERGY
IZ *TESCO EXPRESS 1098  STORE,zero_rated,TESCO EXPRESS
SQ *SAINSBURYS  STORE REF-4555,zero_rated,SAINSBURYS
CARD WESTMINSTER COUNCIL ONLINE PLC REF-6664,outside_scope,WESTMINSTER COUNCIL
dd lner tickets 9165  direct ref-7038,zero_rated,LNER TICKETS
Dd Stationery Station 377 Manchester Ltd,standard_rate,STATIONERY STATION
POS EON NEXT BIRMINGHAM ONLINE,reduced_rate,EON NEXT
PAYMENT TO OCTOPUS ENERGY MANCHESTER STORE,reduced_rate,OCTOPUS ENERGY
DD ALDI STORES 8999  LTD,zero_rated,ALDI STORES
