raw_description,vat_code
CARD QUICKBOOKS,standard_rate
POS INTRA ACCOUNT TRANSFER LEEDS LTD,outside_scope
IZ *SAINSBURYS  UK REF-2560,zero_rated
Post Office 3973  Ltd,exempt
PAYMENT TO AMAZON EU BIRMINGHAM ONLINE REF-1648,standard_rate
IZ *HMRC PAYMENTS 2724  UK,outside_scope
PAYMENT TO AA BREAKDOWN 3186 GLASGOW ONLINE REF-5628,exempt
SQ *ASDA SUPERMARKET 712  STORE,zero_rated
UBER EATS 1016 BRISTOL STORE REF-1073,standard_rate
POS POST OFFICE UK REF-1309,exempt
TESCO EXPRESS GLASGOW UK REF-7566,zero_rated
PAYMENT TO SAGE SUBSCRIPTION 9294 LEEDS DIRECT,standard_rate
card royal mail  ltd,exempt
PAYMENT TO TESCO STORES 9164 UK DIRECT REF-1188,zero_rated
POS AVIVA INSURANCE ONLINE UK REF-8903,exempt
Pos National Express  Store,zero_rated
dd tesco express uk direct,zero_rated
Pos Trainline 2135  Ref-9671,zero_rated
CARD DIRECTOR DRAWINGS 9980 GLASGOW UK,outside_scope
CARD AMAZON UK 6235 MANCHESTER LTD,standard_rate
Pos Aldi Stores 5568 Online Online,zero_rated
PAYMENT TO ADOBE CREATIVE UK STORE REF-9143,standard_rate
Iz *Post Office Glasgow Direct,exempt
Dd British Gas 9680  Store Ref-5264,reduced_rate
Iz *Uber Eats Uk Online,standard_rate
dd octopus energy  online ref-8695,reduced_rate
PAYMENT TO LIDL GB 6351  ONLINE,zero_rated
CARD ALDI STORES 6245  STORE REF-5162,zero_rated
DD EDF ENERGY 414 LONDON,reduced_rate
card uber eats  store ref-3589,standard_rate
Pos Tfl Travel 3315 Glasgow Direct Ref-3073,zero_rated
SQ *AMAZON UK 5079  STORE REF-9278,standard_rate
BRITISH GAS 373  STORE,reduced_rate
dd eon next  online,reduced_rate
Sq *Asda Supermarket 273  Store Ref-3717,zero_rated
CARD SAINSBURYS 7257  UK REF-8982,zero_rated
POS LNER TICKETS 8347  LTD REF-5115,zero_rated
CARD INTRA ACCOUNT TRANSFER 3120 BIRMINGHAM,outside_scope
IZ *HMRC PAYMENTS 4212  STORE REF-1557,outside_scope
PAYMENT TO LINKEDIN PREMIUM 7259 GLASGOW ONLINE REF-3512,standard_rate
PAYMENT TO MICROSOFT 365 608  LTD REF-7144,standard_rate
Waterstones 6838,zero_rated
SQ *DIRECTOR DRAWINGS 4736 ONLINE STORE REF-8616,outside_scope
SQ *POST OFFICE 2294,exempt
Sq *Aldi Stores 8766  Ltd Ref-8924,zero_rated
CARD POST OFFICE 7135 LONDON STORE,exempt
IZ *TESCO EXPRESS 3971  STORE,zero_rated
PAYMENT TO POST OFFICE  PLC REF-7892,exempt
Dd Waterstones 1561  Ltd,zero_rated
PAYMENT TO OCTOPUS ENERGY 9382  ONLINE REF-4014,reduced_rate
WESTMINSTER COUNCIL 3065 MANCHESTER PLC,outside_scope
sq *deliveroo 436 bristol online ref-4428,standard_rate
SQ *ROYAL MAIL 4997 LEEDS DIRECT,exempt
Card Aldi Stores  Ltd Ref-1355,zero_rated
Payment To Trainline  Store Ref-3042,zero_rated
SQ *BRITISH GAS MANCHESTER ONLINE,reduced_rate
SQ *LINKEDIN PREMIUM 6764 GLASGOW UK REF-8080,standard_rate
POS GOOGLE WORKSPACE 6465  PLC REF-1349,standard_rate
CARD HMRC PAYMENTS 9250 LEEDS STORE REF-6990,outside_scope
POS POST OFFICE LONDON UK,exempt
PAYMENT TO STATIONERY STATION 6926 UK,standard_rate
CARD DIRECTOR DRAWINGS BIRMINGHAM UK,outside_scope
QUICKBOOKS BIRMINGHAM UK REF-3893,standard_rate
PAYMENT TO AVIVA INSURANCE 8753  DIRECT,exempt
SQ *DELIVEROO 6946 MANCHESTER LTD,standard_rate
DD WATERSTONES  LTD,zero_rated
national express 5089  store ref-2944,zero_rated
sainsburys 797 manchester uk,zero_rated
IZ *QUICKBOOKS 248 LEEDS,standard_rate
BOOTS UK 2389 MANCHESTER ONLINE,standard_rate
DD DELIVEROO 143  STORE,standard_rate
SQ *LINKEDIN PREMIUM 4936  UK,standard_rate
Payment To Boots Uk 6222 Glasgow Plc,standard_rate
sq *linkedin premium 907 bristol ltd ref-9292,standard_rate
pos edf energy bristol plc,reduced_rate
hsbc bank fees uk,exempt
CARD AMAZON EU 1751 UK LTD,standard_rate
PAYMENT TO MICROSOFT 365 3902 LONDON UK,standard_rate
DD OCTOPUS ENERGY GLASGOW DIRECT,reduced_rate
PAYMENT TO TESCO EXPRESS 2716 LEEDS REF-6123,zero_rated
card sainsburys bristol direct ref-1509,zero_rated
pos post office 4676 bristol ltd ref-2832,exempt
POS ASDA SUPERMARKET 504  DIRECT REF-7143,zero_rated
IZ *SAINSBURYS 9560 ONLINE UK REF-7786,zero_rated
IZ *OCTOPUS ENERGY 8437 UK PLC,reduced_rate
POS GOOGLE WORKSPACE 4423  LTD,standard_rate
CARD TFL TRAVEL 1764 UK ONLINE REF-8803,zero_rated
POS WATERSTONES  ONLINE,zero_rated
card royal mail 9818  direct,exempt
SQ *HSBC BANK FEES 825  UK REF-2474,exempt
Card Royal Mail 9687 Online Plc,exempt
TESCO EXPRESS LEEDS ONLINE,zero_rated
Dd Westminster Council 9714 Birmingham Store Ref-3723,outside_scope
CARD TFL TRAVEL 6225 UK REF-5375,zero_rated
ALDI STORES 1567  DIRECT,zero_rated
IZ *UBER EATS LONDON DIRECT REF-9852,standard_rate
DD TRAINLINE 7174 BRISTOL UK,zero_rated
SQ *ADOBE CREATIVE 1401  STORE,standard_rate
BRITISH GAS LEEDS DIRECT,reduced_rate
IZ *WATERSTONES 4111 LONDON LTD REF-1130,zero_rated
POS ASDA SUPERMARKET 1846 GLASGOW DIRECT,zero_rated
Dd Asda Supermarket 861  Online Ref-3018,zero_rated
Payment To Director Drawings,outside_scope
DD SAGE SUBSCRIPTION  UK REF-8503,standard_rate
SQ *LNER TICKETS 6368 GLASGOW UK REF-5881,zero_rated
HSBC BANK FEES  UK,exempt
deliveroo 5531 manchester online ref-4163,standard_rate
POS DIRECTOR DRAWINGS 210 BIRMINGHAM PLC,outside_scope
IZ *DELIVEROO 1176 ONLINE STORE REF-9104,standard_rate
DIRECTOR DRAWINGS 4859 MANCHESTER STORE REF-9183,outside_scope
SQ *HMRC PAYMENTS BRISTOL PLC,outside_scope
LIDL GB MANCHESTER ONLINE REF-2430,zero_rated
SQ *LIDL GB 5897 MANCHESTER ONLINE REF-8074,zero_rated
CARD ROYAL MAIL 5106 ONLINE STORE REF-1015,exempt
PAYMENT TO AMAZON UK 6930 UK ONLINE REF-3364,standard_rate
Payroll Transfer 9019 Glasgow Online,outside_scope
PAYMENT TO INTRA ACCOUNT TRANSFER  ONLINE,outside_scope
SQ *ROYAL MAIL 5476 MANCHESTER REF-9669,exempt
payment to lner tickets 1075 glasgow uk,zero_rated
IZ *LINKEDIN PREMIUM 1219 BRISTOL DIRECT,standard_rate
POS TESCO STORES 5673 BRISTOL ONLINE,zero_rated
pos aviva insurance  direct,exempt
Sage Subscription 4370 Online Direct,standard_rate
Iz *British Gas 7856 Uk Direct Ref-9938,reduced_rate
POS WESTMINSTER COUNCIL,outside_scope
DD XERO SOFTWARE 5849 GLASGOW STORE REF-9755,standard_rate
iz *british gas 8434 glasgow online ref-5576,reduced_rate
Payment To Aviva Insurance 1606  Online,exempt
IZ *AMAZON KINDLE  PLC REF-7089,zero_rated
SQ *EON NEXT 8776  UK,reduced_rate
PAYMENT TO TRAINLINE 9246 LEEDS LTD,zero_rated
Card Tfl Travel 5119 London Ltd,zero_rated
Dd Director Drawings 7601  Ltd Ref-6716,outside_scope
IZ *ROYAL MAIL 8961,exempt
IZ *GOOGLE WORKSPACE 6597 GLASGOW ONLINE,standard_rate
Pos Amazon Uk 5907,standard_rate
dd adobe creative 501 london online,standard_rate
PAYMENT TO BOOTS UK  LTD,standard_rate
POS TFL TRAVEL 3292  UK,zero_rated
Eon Next 3227  Ref-8060,reduced_rate
IZ *NATIONAL EXPRESS BRISTOL,zero_rated
PAYMENT TO EDF ENERGY 7372 UK DIRECT REF-8594,reduced_rate
CARD AMAZON KINDLE 3079  PLC REF-6777,zero_rated
PAYMENT TO GOOGLE WORKSPACE  UK REF-8499,standard_rate
IZ *HSBC BANK FEES 1809 MANCHESTER STORE,exempt
pos quickbooks 4892  online,standard_rate
DELIVEROO 7846  PLC,standard_rate
SQ *ASDA SUPERMARKET 5510 LEEDS ONLINE REF-8889,zero_rated
IZ *EON NEXT  STORE,reduced_rate
SQ *TRAINLINE 734 BRISTOL PLC REF-5163,zero_rated
DD TFL TRAVEL 5936 GLASGOW ONLINE,zero_rated
CARD MICROSOFT 365 7504  UK REF-2134,standard_rate
Card Waterstones 4534 Birmingham,zero_rated
CARD TESCO STORES 2903 MANCHESTER PLC,zero_rated
sq *stationery station 4170 glasgow,standard_rate
SQ *GOOGLE WORKSPACE 3837  ONLINE REF-6624,standard_rate
DD HSBC BANK FEES 6834  STORE,exempt
dd post office 5012 leeds direct,exempt
DD BRITISH GAS MANCHESTER LTD REF-2021,reduced_rate
DD TRAINLINE 7823  UK REF-9724,zero_rated
IZ *ASDA SUPERMARKET 8376 BIRMINGHAM UK,zero_rated
AMAZON EU 5369 LEEDS ONLINE,standard_rate
IZ *HMRC SHIPLEY 4919,outside_scope
Payment To Hsbc Bank Fees 7140  Plc Ref-1225,exempt
payment to sainsburys 4605  plc,zero_rated
PAYMENT TO SAGE SUBSCRIPTION 2510,standard_rate
SQ *TESCO STORES GLASGOW ONLINE,zero_rated
Quickbooks 2831 London Plc Ref-2864,standard_rate
Pos Tesco Stores Bristol Uk,zero_rated
royal mail 424 glasgow ltd,exempt
lidl gb  ltd,zero_rated
AMAZON KINDLE 5081,zero_rated
DD WESTMINSTER COUNCIL 3551 LONDON STORE,outside_scope
SQ *AMAZON EU 3744 LEEDS LTD REF-7250,standard_rate
payment to waterstones 469  plc,zero_rated
IZ *HMRC SHIPLEY 4505  ONLINE,outside_scope
IZ *WATERSTONES BRISTOL ONLINE,zero_rated
Pos Microsoft 365 574 Leeds Plc Ref-4953,standard_rate
PAYMENT TO BOOTS UK 9333 LONDON,standard_rate
DD TESCO STORES 9531 MANCHESTER DIRECT,zero_rated
Dd National Express 7267 Uk Ref-8156,zero_rated
POS DIRECTOR DRAWINGS 8037 MANCHESTER PLC REF-9355,outside_scope
CARD QUICKBOOKS 7730 LEEDS,standard_rate
CARD LINKEDIN PREMIUM 2048 GLASGOW PLC,standard_rate
CARD ALDI STORES 8631 MANCHESTER DIRECT REF-4726,zero_rated
sq *tesco express  ltd,zero_rated
DD LNER TICKETS 1774 BIRMINGHAM LTD,zero_rated
sq *national express manchester ltd,zero_rated
SQ *BRITISH GAS 7756 BIRMINGHAM REF-4903,reduced_rate
CARD UBER EATS 6513 MANCHESTER UK,standard_rate
POS SAGE SUBSCRIPTION 6859  UK,standard_rate
CARD EON NEXT 2891 ONLINE UK REF-3553,reduced_rate
Payment To Adobe Creative 4997 Glasgow Ltd Ref-7775,standard_rate
pos lidl gb 9374 birmingham ltd ref-4027,zero_rated
Payment To Aa Breakdown 6398 London Ltd,exempt
POS ALDI STORES MANCHESTER UK,zero_rated
Card Director Drawings 1140 Glasgow Plc,outside_scope
DD TFL TRAVEL 3946 LEEDS DIRECT REF-6144,zero_rated
WATERSTONES 8092  STORE,zero_rated
NATIONAL EXPRESS 3005,zero_rated
card british gas glasgow plc,reduced_rate
DIRECTOR DRAWINGS 2705 LEEDS,outside_scope
IZ *GOOGLE WORKSPACE 8544  UK,standard_rate
DD EDF ENERGY  PLC REF-6169,reduced_rate
POS ADOBE CREATIVE 3029  LTD,standard_rate
iz *google workspace 7269 online ref-2693,standard_rate
SQ *EDF ENERGY 8245,reduced_rate
card hmrc payments manchester ltd ref-5253,outside_scope
IZ *LIDL GB  STORE REF-4610,zero_rated
CARD DELIVEROO 7018  DIRECT,standard_rate
PAYROLL TRANSFER 4264 LONDON LTD,outside_scope
Hmrc Shipley 7461 London Uk,outside_scope
EDF ENERGY 7320 GLASGOW ONLINE REF-3908,reduced_rate
ASDA SUPERMARKET LEEDS PLC,zero_rated
card adobe creative 7375 london uk,standard_rate
SQ *BRITISH GAS BRISTOL STORE REF-5230,reduced_rate
CARD MICROSOFT 365 7640 BRISTOL,standard_rate
IZ *EDF ENERGY 1959 GLASGOW LTD,reduced_rate
IZ *TESCO EXPRESS 1098  STORE,zero_rated
SQ *SAINSBURYS  STORE REF-4555,zero_rated
CARD WESTMINSTER COUNCIL ONLINE PLC REF-6664,outside_scope
dd lner tickets 9165  direct ref-7038,zero_rated
Dd Stationery Station 377 Manchester Ltd,standard_rate
POS EON NEXT BIRMINGHAM ONLINE,reduced_rate
PAYMENT TO OCTOPUS ENERGY MANCHESTER STORE,reduced_rate
DD ALDI STORES 8999  LTD,zero_rated
sq *aviva insurance 8379 birmingham uk,exempt
BARCLAYS BANK 2502 BIRMINGHAM STORE REF-2162,exempt
AMAZON EU 2522 LONDON UK,standard_rate
sq *tesco express 9038 london direct,zero_rated
IZ *SAGE SUBSCRIPTION 6136 MANCHESTER UK,standard_rate
SQ *DIRECTOR DRAWINGS 7285 BRISTOL PLC,outside_scope
sq *intra account transfer online plc,outside_scope
SQ *XERO SOFTWARE 9172  ONLINE,standard_rate
DD ROYAL MAIL 8330 MANCHESTER ONLINE,exempt
card eon next  ltd ref-8698,reduced_rate
HMRC PAYMENTS 7826 ONLINE PLC REF-3059,outside_scope
card google workspace 4265  ltd,standard_rate
SQ *HSBC BANK FEES MANCHESTER UK,exempt
IZ *STATIONERY STATION 3571 GLASGOW LTD,standard_rate
POS POST OFFICE 1540 BRISTOL DIRECT REF-2656,exempt
CARD INTRA ACCOUNT TRANSFER  ONLINE REF-3089,outside_scope
CARD POST OFFICE 3139 BRISTOL LTD,exempt
CARD DIRECTOR DRAWINGS 7575 MANCHESTER ONLINE REF-4659,outside_scope
DD DELIVEROO 3048 LONDON STORE,standard_rate
payment to amazon kindle 5563 online direct,zero_rated
dd adobe creative  uk ref-6990,standard_rate
DD ADOBE CREATIVE 9719  UK REF-8455,standard_rate
Sq *Sainsburys Online Store,zero_rated
DD ALDI STORES BRISTOL LTD,zero_rated
INTRA ACCOUNT TRANSFER 9970 UK REF-5058,outside_scope
BOOTS UK 5695  UK REF-2324,standard_rate
Sq *Director Drawings Bristol Direct,outside_scope
IZ *TFL TRAVEL 778  LTD REF-3140,zero_rated
Sq *Amazon Uk 9641  Online,standard_rate
Payment To National Express  Store,zero_rated
PAYMENT TO HMRC SHIPLEY  UK,outside_scope
DD ASDA SUPERMARKET 3565  PLC,zero_rated
sq *google workspace 8623 bristol direct,standard_rate
Pos Westminster Council 4672 Glasgow Plc,outside_scope
Payment To Amazon Uk 7561 Manchester Online,standard_rate
PAYMENT TO TESCO EXPRESS LEEDS STORE,zero_rated
POS HMRC PAYMENTS 196 LEEDS PLC,outside_scope
CARD AA BREAKDOWN 1633  ONLINE REF-9179,exempt
PAYMENT TO TFL TRAVEL  UK,zero_rated
PAYMENT TO AVIVA INSURANCE  UK,exempt
Card Edf Energy 3473  Online,reduced_rate
payment to payroll transfer  direct,outside_scope
payment to edf energy 1590 manchester ref-6251,reduced_rate
DD TFL TRAVEL GLASGOW,zero_rated
Dd Adobe Creative 6810 Birmingham Plc,standard_rate
PAYMENT TO TFL TRAVEL 1486 BRISTOL PLC REF-7230,zero_rated
PAYMENT TO DELIVEROO BIRMINGHAM PLC REF-1707,standard_rate
ADOBE CREATIVE 3318,standard_rate
eon next 4020 birmingham plc,reduced_rate
IZ *PAYROLL TRANSFER 561 ONLINE REF-8366,outside_scope
IZ *INTRA ACCOUNT TRANSFER 2805 UK LTD REF-8232,outside_scope
Pos Lner Tickets 8426 Bristol Online,zero_rated
IZ *AA BREAKDOWN 2425  DIRECT,exempt
CARD ASDA SUPERMARKET 216  PLC,zero_rated
Dd Post Office 5098 London Online Ref-8308,exempt
SQ *SAINSBURYS 4601  DIRECT,zero_rated
CARD AMAZON KINDLE 832 LEEDS STORE,zero_rated
SQ *HMRC PAYMENTS 9051  STORE REF-6707,outside_scope
Card National Express  Plc,zero_rated
CARD TRAINLINE LEEDS PLC,zero_rated
Card Tesco Stores  Ltd,zero_rated
IZ *INTRA ACCOUNT TRANSFER 591  LTD REF-4976,outside_scope
dd national express 4554 bristol store ref-1664,zero_rated
payment to tesco express 8935  direct,zero_rated
DD ASDA SUPERMARKET 4925  LTD REF-8869,zero_rated
Pos Edf Energy 6729  Plc Ref-3388,reduced_rate
Boots Uk 2804  Ltd,standard_rate
sq *amazon eu  online,standard_rate
OCTOPUS ENERGY ONLINE PLC REF-6481,reduced_rate
iz *boots uk 9950 birmingham direct,standard_rate
Iz *Hmrc Payments 6115 Leeds Online,outside_scope
CARD BOOTS UK 8904  UK REF-3216,standard_rate
DD WATERSTONES 1331 LEEDS ONLINE REF-1987,zero_rated
DD QUICKBOOKS 5738 LONDON REF-2481,standard_rate
Dd Hsbc Bank Fees Manchester Ltd Ref-6553,exempt
PAYMENT TO PAYROLL TRANSFER 6544  STORE,outside_scope
POS LINKEDIN PREMIUM BRISTOL PLC REF-3706,standard_rate
Iz *Payroll Transfer,outside_scope
IZ *DELIVEROO ONLINE LTD REF-1045,standard_rate
payment to director drawings 1777 birmingham,outside_scope
CARD UBER EATS 3947 MANCHESTER DIRECT,standard_rate
WESTMINSTER COUNCIL 1664  UK,outside_scope
Dd Aa Breakdown 1503 London Uk,exempt
IZ *MICROSOFT 365 8770,standard_rate
DIRECTOR DRAWINGS 4855 GLASGOW REF-7223,outside_scope
POS AMAZON UK  STORE,standard_rate
IZ *SAGE SUBSCRIPTION 2009  STORE,standard_rate
SQ *BARCLAYS BANK 1776 ONLINE DIRECT REF-5276,exempt
amazon eu 6797  plc,standard_rate
PAYMENT TO DELIVEROO 8547  REF-8794,standard_rate
CARD BOOTS UK 9510 UK STORE,standard_rate
CARD LINKEDIN PREMIUM 6428  STORE,standard_rate
Quickbooks Glasgow,standard_rate
POS HMRC PAYMENTS 7097  REF-3412,outside_scope
IZ *SAINSBURYS 8009  STORE,zero_rated
Iz *Hmrc Payments Leeds,outside_scope
Pos Amazon Uk Birmingham Online Ref-2653,standard_rate
iz *uber eats 9592  store,standard_rate
IZ *SAINSBURYS 1594 LEEDS UK REF-1017,zero_rated
CARD AA BREAKDOWN 9161  STORE,exempt
Dd Octopus Energy 4470  Plc Ref-6792,reduced_rate
PAYMENT TO LINKEDIN PREMIUM 2699 GLASGOW UK REF-9004,standard_rate
Pos Sainsburys 3741  Ltd,zero_rated
IZ *AMAZON EU 2743  DIRECT,standard_rate
Payment To Waterstones 1456  Plc,zero_rated
CARD ROYAL MAIL  UK,exempt
PAYMENT TO HMRC SHIPLEY 2130 LONDON UK REF-3507,outside_scope
Dd Octopus Energy Uk Uk,reduced_rate
pos aa breakdown online online,exempt
DD INTRA ACCOUNT TRANSFER 3091 GLASGOW LTD,outside_scope
IZ *TESCO STORES BIRMINGHAM PLC REF-5342,zero_rated
Dd Tesco Stores Uk Ltd,zero_rated
Card British Gas 6962 Leeds Online,reduced_rate
DD AVIVA INSURANCE 7984 GLASGOW,exempt
POS PAYROLL TRANSFER LEEDS LTD REF-5060,outside_scope
Dd Quickbooks 1274 Birmingham,standard_rate
CARD GOOGLE WORKSPACE 5943  UK,standard_rate
IZ *ASDA SUPERMARKET 9246 BIRMINGHAM UK,zero_rated
SQ *AA BREAKDOWN 6073 MANCHESTER UK,exempt
IZ *GOOGLE WORKSPACE 5270  UK,standard_rate
Sq *Google Workspace  Plc,standard_rate
PAYMENT TO WATERSTONES 5132  PLC REF-2672,zero_rated
Hmrc Shipley 1547 Uk Direct,outside_scope
IZ *TESCO STORES 4789 UK LTD REF-4770,zero_rated
PAYMENT TO AMAZON EU  LTD,standard_rate
IZ *POST OFFICE 1867 BIRMINGHAM ONLINE,exempt
sage subscription online plc ref-1066,standard_rate
PAYMENT TO INTRA ACCOUNT TRANSFER LONDON STORE,outside_scope
CARD AMAZON UK 8738 BIRMINGHAM DIRECT REF-9596,standard_rate
CARD BARCLAYS BANK 4615  STORE,exempt
CARD HSBC BANK FEES 248 BIRMINGHAM DIRECT REF-8917,exempt
SQ *AMAZON UK 7533  LTD REF-9096,standard_rate
SQ *HSBC BANK FEES 6787 UK UK,exempt
IZ *LINKEDIN PREMIUM 887 BIRMINGHAM REF-4378,standard_rate
Dd Aa Breakdown 8299 Glasgow Uk Ref-5013,exempt
PAYMENT TO AA BREAKDOWN 3458  ONLINE REF-9662,exempt
PAYMENT TO LIDL GB 9745 LEEDS DIRECT REF-9518,zero_rated
PAYMENT TO ADOBE CREATIVE UK DIRECT REF-7810,standard_rate
IZ *INTRA ACCOUNT TRANSFER 3114  PLC REF-3095,outside_scope
PAYMENT TO BOOTS UK 7598 ONLINE ONLINE REF-8453,standard_rate
DD WESTMINSTER COUNCIL 6447  PLC,outside_scope
IZ *HMRC SHIPLEY  DIRECT,outside_scope
IZ *HMRC SHIPLEY 8104  STORE,outside_scope
IZ *QUICKBOOKS 9750 ONLINE DIRECT,standard_rate
Pos Payroll Transfer 1923 Bristol Ref-6587,outside_scope
SQ *MICROSOFT 365 ONLINE PLC REF-1361,standard_rate
IZ *SAINSBURYS 6581  PLC,zero_rated
POS HMRC PAYMENTS  ONLINE,outside_scope
PAYMENT TO TFL TRAVEL LEEDS STORE REF-3532,zero_rated
IZ *EON NEXT 7404 GLASGOW ONLINE REF-4519,reduced_rate
Sq *Quickbooks 8169 London Store,standard_rate
DD TESCO STORES 5051  ONLINE REF-2911,zero_rated
CARD SAINSBURYS BRISTOL LTD REF-3711,zero_rated
IZ *MICROSOFT 365 3254  DIRECT,standard_rate
IZ *BRITISH GAS 3741 BRISTOL STORE REF-5563,reduced_rate
CARD XERO SOFTWARE  STORE REF-4746,standard_rate
DD TESCO STORES 7849 LONDON REF-7246,zero_rated
dd amazon uk london plc ref-5544,standard_rate
ALDI STORES 7550  UK REF-1076,zero_rated
Card Eon Next 4308 Birmingham Direct Ref-2298,reduced_rate
DD AMAZON EU 5203 ONLINE PLC,standard_rate
Payment To Sainsburys Manchester Uk Ref-5984,zero_rated
DD SAGE SUBSCRIPTION  STORE,standard_rate
POS LNER TICKETS ONLINE LTD REF-1312,zero_rated
PAYMENT TO WATERSTONES 6124  STORE,zero_rated
Card Hmrc Payments 7080  Store Ref-1083,outside_scope
sq *tfl travel 7915 birmingham uk ref-4580,zero_rated
pos asda supermarket 3553 london plc ref-4492,zero_rated
DD QUICKBOOKS 4529  ONLINE,standard_rate
PAYMENT TO HMRC PAYMENTS LONDON LTD,outside_scope
Payment To Post Office 2039 Manchester Online,exempt
CARD EON NEXT 3545 MANCHESTER,reduced_rate
PAYMENT TO TESCO EXPRESS UK STORE,zero_rated
CARD AMAZON UK 4156  DIRECT,standard_rate
pos payroll transfer 4225  online,outside_scope
CARD GOOGLE WORKSPACE 8240 LEEDS DIRECT,standard_rate
PAYMENT TO DELIVEROO 8572 LEEDS STORE,standard_rate
CARD SAINSBURYS 9570  STORE REF-4695,zero_rated
Dd Aviva Insurance 6147 Leeds,exempt
payment to director drawings 5133 leeds ltd ref-6245,outside_scope
PAYMENT TO LNER TICKETS 1700 GLASGOW,zero_rated
PAYMENT TO INTRA ACCOUNT TRANSFER 6441 BIRMINGHAM ONLINE REF-3009,outside_scope
DD MICROSOFT 365 9882 GLASGOW DIRECT,standard_rate
Dd Intra Account Transfer 2136 Manchester Store,outside_scope
SQ *LINKEDIN PREMIUM 6340 UK STORE,standard_rate
POS QUICKBOOKS 2415 LONDON ONLINE,standard_rate
CARD TRAINLINE BIRMINGHAM,zero_rated
DD NATIONAL EXPRESS 8950 LEEDS UK,zero_rated
ROYAL MAIL  PLC REF-2953,exempt
DD BRITISH GAS 5768 UK LTD REF-4502,reduced_rate
PAYMENT TO SAGE SUBSCRIPTION LONDON UK REF-2182,standard_rate
DD XERO SOFTWARE 2304  DIRECT,standard_rate
POS LNER TICKETS 7021  UK REF-2013,zero_rated
iz *tfl travel 3550  ltd,zero_rated
iz *sainsburys 1120,zero_rated
IZ *LIDL GB LONDON UK REF-6793,zero_rated
Payment To Intra Account Transfer Glasgow Ltd,outside_scope
Card Lidl Gb  Ref-5981,zero_rated
PAYMENT TO EDF ENERGY LEEDS UK,reduced_rate
DD AMAZON EU GLASGOW ONLINE,standard_rate
Card Aldi Stores 619 Glasgow,zero_rated
DD INTRA ACCOUNT TRANSFER 3216 BIRMINGHAM UK REF-3722,outside_scope
DD AVIVA INSURANCE 1702 ONLINE,exempt
DD LINKEDIN PREMIUM ONLINE LTD,standard_rate
DD QUICKBOOKS 8069  LTD REF-4732,standard_rate
dd waterstones 7267 online store ref-2625,zero_rated
CARD TFL TRAVEL 918 BRISTOL STORE,zero_rated
google workspace 5169  store ref-4573,standard_rate
DD DIRECTOR DRAWINGS  DIRECT,outside_scope
DD ASDA SUPERMARKET 4744 LONDON STORE REF-4548,zero_rated
IZ *AA BREAKDOWN 7863 BIRMINGHAM,exempt
POS AMAZON EU 5441,standard_rate
Sq *Aviva Insurance 8874 London Store,exempt
CARD TFL TRAVEL 3650  PLC REF-3502,zero_rated
IZ *EON NEXT  UK,reduced_rate
royal mail 675 bristol direct,exempt
PAYMENT TO DELIVEROO  STORE REF-6764,standard_rate
payment to uber eats 3768 manchester store,standard_rate
CARD WESTMINSTER COUNCIL 5343  ONLINE,outside_scope
PAYMENT TO ALDI STORES 3571  LTD,zero_rated
SQ *BOOTS UK 1948 LEEDS DIRECT REF-1984,standard_rate
card octopus energy manchester online ref-3713,reduced_rate
DD SAGE SUBSCRIPTION GLASGOW PLC,standard_rate
dd google workspace 1887 glasgow uk ref-1507,standard_rate
POS OCTOPUS ENERGY  DIRECT REF-7009,reduced_rate
POS TESCO EXPRESS UK PLC REF-9189,zero_rated
OCTOPUS ENERGY 8133 GLASGOW LTD REF-7225,reduced_rate
IZ *HSBC BANK FEES 9590  DIRECT,exempt
PAYMENT TO SAINSBURYS 6571  LTD,zero_rated
CARD WATERSTONES ONLINE PLC,zero_rated
Iz *Adobe Creative 271  Store,standard_rate
CARD UBER EATS UK LTD REF-1822,standard_rate
Card Google Workspace 3463  Store,standard_rate
DD WATERSTONES  UK,zero_rated
Iz *Aa Breakdown 2700 Leeds Online,exempt
PAYMENT TO TESCO STORES 9112 ONLINE UK,zero_rated
DD HMRC SHIPLEY UK UK,outside_scope
DD AA BREAKDOWN 2111  DIRECT,exempt
sq *royal mail 9157  ltd,exempt
PAYMENT TO LNER TICKETS 8737 ONLINE PLC,zero_rated
CARD AMAZON EU 5525 UK PLC REF-6499,standard_rate
CARD HMRC SHIPLEY  UK REF-9182,outside_scope
DD DIRECTOR DRAWINGS GLASGOW STORE REF-6179,outside_scope
pos hmrc shipley 5577  ltd,outside_scope
HMRC PAYMENTS 8535  ONLINE,outside_scope
SQ *AMAZON EU 7853 BRISTOL STORE REF-8036,standard_rate
CARD MICROSOFT 365  REF-5467,standard_rate
POS XERO SOFTWARE 9890 BRISTOL,standard_rate
SQ *XERO SOFTWARE 3870,standard_rate
POS UBER EATS MANCHESTER STORE REF-6657,standard_rate
